feature	Otu00001	Otu00002	Otu00003	Otu00004	Otu00005	Otu00006	Otu00007	Otu00008	Otu00009	Otu00010	Otu00012	Otu00013	Otu00014	Otu00015	Otu00016	Otu00017	Otu00018	Otu00019	Otu00020	Otu00021	Otu00022	Otu00023	Otu00025	Otu00027	Otu00028	Otu00029	Otu00032	Otu00033	Otu00034	Otu00036	Otu00037	Otu00038	Otu00039	Otu00040	Otu00041	Otu00042	Otu00043	Otu00044	Otu00045	Otu00047	Otu00048	Otu00049	Otu00052	Otu00053	Otu00056	Otu00057	Otu00058	Otu00059	Otu00060	Otu00061	Otu00062	Otu00063	Otu00064	Otu00065	Otu00066	Otu00067	Otu00069	Otu00070	Otu00071	Otu00073	Otu00074	Otu00075	Otu00076	Otu00077	Otu00078	Otu00079	Otu00084	Otu00086	Otu00092	Otu00097	Otu00103	Otu00104	Otu00105	Otu00108	Otu00110	Otu00111	Otu00113	Otu00114	Otu00117	Otu00119	Otu00120	Otu00121	Otu00124	Otu00125	Otu00127	Otu00129	Otu00132	Otu00133	Otu00134	Otu00139	Otu00141	Otu00143	Otu00146	Otu00148	Otu00150	Otu00151	Otu00153	Otu00154	Otu00155	Otu00156	Otu00157	Otu00158	Otu00159	Otu00160	Otu00161	Otu00162	Otu00163	Otu00164	Otu00166	Otu00167	Otu00168	Otu00169	Otu00170	Otu00172	Otu00173	Otu00174	Otu00175	Otu00176	Otu00177	Otu00178	Otu00179	Otu00182	Otu00183	Otu00184	Otu00185	Otu00186	Otu00187	Otu00188	Otu00189	Otu00190	Otu00191	Otu00192	Otu00194	Otu00197	Otu00201	Otu00203	Otu00204	Otu00206	Otu00207	Otu00208	Otu00210	Otu00211	Otu00212	Otu00213	Otu00215	Otu00217	Otu00219	Otu00220	Otu00223	Otu00224	Otu00225	Otu00227	Otu00228	Otu00229	Otu00232	Otu00233	Otu00234	Otu00236	Otu00237	Otu00239	Otu00240	Otu00243	Otu00245	Otu00246	Otu00248	Otu00251	Otu00253	Otu00254	Otu00257	Otu00261	Otu00263	Otu00264	Otu00271	Otu00272	Otu00274	Otu00280	Otu00282	Otu00283	Otu00284	Otu00286	Otu00287	Otu00292	Otu00293	Otu00300	Otu00301	Otu00302	Otu00304	Otu00305	Otu00309	Otu00310	Otu00312	Otu00316	Otu00319	Otu00324	Otu00326	Otu00330	Otu00335	Otu00336	Otu00337	Otu00341	Otu00343	Otu00350	Otu00351	Otu00352	Otu00355	Otu00356	Otu00360	Otu00361	Otu00362	Otu00365	Otu00368	Otu00369	Otu00370	Otu00375	Otu00376	Otu00378	Otu00382	Otu00383	Otu00385	Otu00388	Otu00391	Otu00395	Otu00398	Otu00399	Otu00400	Otu00403	Otu00406	Otu00408	Otu00411	Otu00419	Otu00425	Otu00426	Otu00432	Otu00434	Otu00437	Otu00445	Otu00446	Otu00447	Otu00448	Otu00454	Otu00457	Otu00475	Otu00476	Otu00483	Otu00487	Otu00488	Otu00493	Otu00494	Otu00495	Otu00496	Otu00504	Otu00506	Otu00513	Otu00521	Otu00537	Otu00539	Otu00560	Otu00561	Otu00569	Otu00581	Otu00584	Otu00599	Otu00600	Otu00606	Otu00618	Otu00626	Otu00696	Otu00747	Otu00957
c21_1901_4	34	97	48	0	0	0	19	0	36	0	12	0	0	30	0	103	297	12	45	61	51	83	1	0	291	1	0	174	85	78	0	0	0	0	25	0	10	21	0	0	0	0	19	3	0	0	0	0	0	0	0	102	27	0	0	18	74	14	0	0	2	32	145	0	6	0	35	97	0	0	0	4	0	0	0	3	2	0	0	0	5	4	0	0	1	8	0	5	10	1	18	0	4	2	4	0	5	0	4	0	6	0	5	1	0	2	0	7	12	4	0	0	11	0	0	10	6	2	0	0	0	1	1	12	5	10	0	0	2	4	0	12	0	0	0	0	2	1	41	0	0	4	1	0	7	3	0	0	0	11	20	11	0	0	9	0	0	0	0	0	0	2	0	4	18	1	1	0	0	0	2	0	0	6	3	0	4	0	0	5	0	0	0	6	0	0	0	7	1	0	0	1	1	4	6	1	0	4	0	0	1	0	2	0	1	0	2	0	0	1	0	4	2	0	2	0	0	1	0	2	0	0	0	2	0	0	1	0	2	4	3	0	0	0	2	0	0	1	0	0	0	3	1	0	0	1	0	4	0	0	1	0	0	2	0	0	1	3	0	0	0	0	0	3	0	0	0	0	0
cecal_1191_2	6	136	1039	0	0	0	104	0	0	0	0	0	0	22	0	0	1	0	498	0	0	0	0	0	0	0	0	0	26	0	0	0	0	46	8	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	102	0	0	7	15	0	0	0	0	0	12	0	4	0	0	9	0	1	0	1	0	0	0	0	97	0	0	32	17	54	0	0	44	21	0	2	14	4	14	5	19	19	1	0	2	0	0	8	0	0	12	11	45	23	13	3	30	0	0	0	1	0	0	7	1	0	0	0	0	0	2	0	9	3	0	0	24	0	0	15	0	1	10	0	9	2	2	0	0	7	0	0	2	12	0	0	0	0	27	0	0	0	0	0	52	0	0	1	0	1	0	13	9	2	0	0	4	0	0	7	2	0	3	1	1	0	0	2	0	0	0	0	0	0	1	4	0	0	0	3	0	2	1	2	1	0	0	0	0	0	0	0	0	5	0	19	1	0	0	1	0	9	0	1	1	1	1	5	0	4	5	0	2	0	0	0	1	3	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0
cecal_1191_3	8	222	802	4	0	0	94	0	0	0	0	0	0	15	0	0	2	0	587	0	0	0	0	0	0	0	0	0	18	0	0	0	0	93	8	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	28	0	0	2	10	0	0	0	0	5	14	0	31	0	0	15	0	1	0	16	0	0	14	0	84	0	0	12	12	12	0	0	2	29	0	3	18	7	7	8	41	3	0	0	3	0	0	2	0	0	19	2	72	19	4	6	96	1	1	0	1	0	0	12	10	0	0	0	0	0	0	0	14	2	0	0	8	0	0	21	0	5	2	0	14	3	1	0	0	9	0	0	3	19	0	0	0	1	28	0	1	0	0	0	2	0	0	0	0	7	0	7	10	0	0	0	3	0	0	1	3	0	2	14	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	4	0	1	6	3	1	3	0	0	0	0	0	0	0	5	1	2	6	0	2	0	0	0	2	1	0	1	0	5	0	7	1	0	7	0	0	0	1	2	0	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	1	0
cecal_1192_1	145	0	0	472	0	0	111	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cecal_1192_3	128	0	0	376	0	0	264	0	0	0	0	773	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cecal_1268_1	19	162	326	0	0	0	3	0	0	0	0	0	0	2	0	0	6	11	209	218	586	0	0	0	0	0	0	0	11	1	0	0	0	0	1	0	0	288	0	0	0	0	18	0	0	0	0	0	0	0	0	142	133	0	0	0	10	0	0	0	85	6	13	0	7	1	0	55	0	0	0	5	0	0	0	1	102	0	0	19	0	0	0	0	49	34	0	8	19	1	7	6	12	11	0	0	10	0	2	4	1	1	27	10	44	20	2	9	4	0	0	0	0	0	0	9	3	1	0	0	0	0	0	0	1	3	0	9	3	0	0	24	0	0	9	0	0	1	0	0	0	1	0	0	3	4	0	0	0	0	9	1	0	0	0	0	0	0	0	0	1	4	0	3	10	0	3	0	1	0	0	2	5	0	1	16	0	0	0	1	0	0	0	1	0	0	1	6	1	0	0	1	0	0	3	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	3	2	1	0	0	0	1	1	0	1	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	1	0	0
cecal_1268_2	6	267	292	0	0	0	7	0	0	0	0	0	0	0	0	0	10	9	214	168	562	0	0	0	0	0	0	0	32	7	0	0	0	0	21	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	78	103	0	0	1	5	0	0	0	74	5	5	0	10	0	0	49	0	2	0	7	0	0	6	4	73	0	0	1	0	3	0	0	21	41	0	6	17	7	13	1	2	12	6	0	5	0	3	14	0	0	9	4	1	5	24	11	6	0	0	1	0	0	0	45	0	0	0	0	0	3	0	1	10	6	0	39	18	0	0	11	0	0	5	0	5	7	0	0	0	0	0	0	2	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	0	4	8	0	1	0	0	0	0	3	1	0	2	21	0	0	0	0	0	0	0	2	0	0	2	3	1	1	0	0	0	4	1	3	1	1	0	0	0	0	0	0	0	3	0	14	0	0	4	2	0	0	0	0	3	6	0	0	0	0	5	0	3	0	0	0	0	3	0	1	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	5	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	2	0	0
cecal_1268_3	7	50	204	0	0	0	23	0	0	0	0	0	0	13	0	0	4	1	163	203	473	0	0	0	0	0	0	0	24	3	0	0	0	0	8	0	0	207	0	0	0	0	156	0	0	0	0	0	0	0	0	127	173	0	0	8	10	0	0	0	51	4	4	0	11	3	0	26	0	1	0	3	0	0	0	1	139	0	0	11	0	28	0	0	51	26	0	8	17	9	9	14	19	14	0	0	6	0	3	2	0	0	23	1	118	26	5	5	2	2	2	0	0	0	0	17	18	0	0	0	0	1	1	4	31	6	0	71	9	0	0	3	0	3	8	0	8	2	0	0	0	0	0	0	5	8	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	8	0	3	8	1	2	0	0	0	0	8	6	1	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	1	0	3	0	0	0	0	0	0	0	1	3	3	2	6	9	0	0	9	0	1	4	0	0	1	0	18	4	0	1	0	0	0	2	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1	0	3	0	0
cecal_1269_2	19	24	0	1	0	0	30	0	0	0	450	0	0	8	0	0	25	0	0	1	0	156	0	0	103	0	0	0	34	366	0	0	0	63	5	4	120	0	0	0	0	0	6	0	0	0	0	0	0	0	0	81	1	0	0	0	8	0	0	0	0	10	27	0	17	0	0	1	0	7	0	0	0	0	53	0	0	0	0	33	0	12	0	0	7	3	0	6	1	6	2	0	3	2	0	18	0	0	0	17	1	0	2	0	0	1	9	0	21	0	0	0	0	0	0	1	3	1	0	0	0	0	2	3	2	1	0	0	0	3	0	0	0	0	4	0	11	3	16	0	0	2	0	8	2	0	0	0	0	8	1	0	1	0	2	0	0	0	0	0	1	0	0	4	0	0	8	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	1	0	0	2	1	0	2	1	0	0	2	0	0	0	0	0	0	0	1	0	8	0	4	0	0	0	0	0	0	0	2	0	6	0	0	2	0	6	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0
cecal_1269_3	4	27	0	0	0	0	0	0	0	0	353	0	0	20	0	0	0	0	0	0	0	88	0	0	160	0	0	0	47	387	0	1	0	37	14	0	113	0	0	0	0	0	85	0	0	0	0	0	0	0	0	21	13	0	0	22	20	0	0	0	0	7	9	0	3	0	0	17	0	11	0	13	0	0	65	0	0	0	0	24	0	0	0	0	3	6	0	20	11	12	22	0	23	10	0	7	0	0	0	48	0	0	0	2	0	4	19	0	26	0	1	0	0	0	0	0	5	0	0	0	0	0	0	11	12	6	0	0	6	6	0	7	0	1	3	0	6	4	10	0	0	0	0	15	4	12	0	0	0	9	2	3	0	0	1	0	0	0	0	0	0	1	0	8	7	0	3	0	0	0	0	2	0	0	4	35	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	6	4	0	0	0	0	0	29	0	4	0	0	5	9	0	0	0	2	0	4	0	7	19	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	11	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	1	3	0	1	1	0
cecal_1269_4	7	70	0	0	0	0	14	0	0	0	380	0	0	19	0	0	33	0	0	0	0	116	0	0	91	0	0	0	30	279	0	0	0	112	11	0	124	0	0	0	0	0	15	0	0	0	0	0	0	0	0	75	53	0	0	0	13	0	0	0	0	3	4	0	0	0	0	2	0	1	0	5	0	0	58	0	0	0	0	16	0	30	0	0	3	6	0	11	7	4	19	0	36	7	0	5	0	0	1	31	4	0	0	0	0	2	4	0	10	0	0	0	0	0	0	15	9	1	0	0	0	1	1	3	9	7	0	0	2	6	0	0	0	0	3	0	3	2	7	0	0	4	0	10	2	5	0	0	0	5	1	0	1	0	2	0	0	0	0	0	0	4	0	7	1	0	22	0	0	0	0	1	1	0	7	12	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	4	1	1	0	0	2	4	0	0	0	0	10	0	4	0	0	0	1	0	0	0	2	0	3	0	4	2	0	1	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	1	0	0	0	2	0	0	0	0	2	0	0	4	4	1	0	1	0	0	0	1	0	0
cecal_1270_1	4	0	368	0	0	0	99	0	0	0	0	0	0	2	0	0	12	7	311	0	459	0	0	0	0	0	0	0	21	0	0	0	0	1	2	0	23	253	0	0	0	0	209	0	0	0	0	0	0	0	0	100	98	0	0	38	16	0	0	0	65	0	28	0	6	0	0	12	0	3	0	5	0	0	12	1	82	0	0	2	18	5	0	0	38	25	0	0	7	7	2	6	25	11	1	4	48	1	1	3	0	0	88	15	115	4	1	11	3	4	0	1	0	0	0	0	8	0	0	0	0	2	0	0	6	6	0	0	0	1	0	19	0	5	4	0	11	2	1	0	0	8	0	0	4	30	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	6	3	0	3	0	1	0	0	5	1	0	2	0	2	0	0	8	0	0	0	0	0	0	2	0	0	0	0	2	0	3	5	4	0	2	0	0	0	0	0	0	0	0	0	4	0	2	5	1	0	2	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0
cecal_1270_2	11	0	401	0	0	0	110	0	0	0	0	0	0	2	0	0	11	16	314	0	604	0	0	0	0	0	0	0	49	0	0	0	0	3	14	0	29	220	0	0	0	0	110	0	0	0	0	0	0	0	0	205	112	0	0	10	4	0	0	0	57	3	3	0	6	2	0	16	0	1	0	2	0	0	18	7	73	0	0	3	10	6	0	0	29	6	0	1	8	9	6	8	23	24	1	7	13	0	1	3	0	0	51	12	17	3	3	18	6	2	1	0	0	0	0	2	14	0	0	0	0	1	0	0	20	5	0	0	1	0	0	46	0	1	4	0	14	3	3	0	0	4	0	0	3	14	2	0	0	0	3	2	0	0	0	0	0	0	0	0	0	11	0	3	3	1	2	0	0	0	0	0	2	1	0	0	0	0	0	7	0	0	0	0	0	0	0	1	1	0	0	1	0	1	5	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	5	0	0	1	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	3	0	0
cecal_1270_3	4	0	393	0	0	0	87	0	0	0	0	0	0	2	0	0	6	4	355	0	461	0	0	0	0	0	0	0	33	0	0	0	0	0	14	0	38	202	0	0	0	0	194	0	0	0	0	0	0	0	0	148	41	0	0	10	18	0	0	0	59	3	15	0	7	0	0	18	0	0	0	5	0	0	28	1	72	0	0	1	23	2	0	0	24	18	0	0	11	7	3	5	28	10	2	0	55	0	0	2	2	0	93	12	62	7	3	10	9	9	0	0	0	0	0	2	12	0	0	0	0	1	0	0	36	5	0	0	0	0	0	37	0	6	4	0	11	1	3	0	0	5	1	0	2	16	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	4	6	2	1	0	0	0	0	4	4	2	8	0	5	0	0	14	0	0	0	0	0	0	0	2	0	0	0	4	0	2	3	5	2	5	0	0	2	0	0	0	0	0	1	2	0	6	3	1	1	3	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	2	6	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0
cecal_1270_4	6	0	445	0	0	0	97	0	0	0	0	0	0	0	0	0	14	5	335	0	486	0	0	0	0	0	0	0	20	0	0	0	0	0	5	0	43	255	0	0	0	0	128	0	0	0	0	0	0	0	0	175	97	0	0	26	17	0	0	0	70	8	8	0	2	0	0	20	0	1	0	9	0	0	13	0	91	0	0	2	12	0	0	0	39	8	0	0	21	10	6	4	34	19	1	0	9	0	0	2	0	0	41	6	31	7	6	6	1	7	0	3	0	0	0	10	10	0	0	0	0	1	0	0	19	6	0	0	0	0	0	51	0	12	1	0	13	3	0	0	0	3	0	0	3	15	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	0	2	17	1	0	0	0	0	0	1	2	0	8	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	5	5	2	4	0	0	1	0	0	0	0	0	1	0	0	3	1	2	0	4	3	3	1	0	2	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	1	0	0	1	0	0
cecal_1271_2	6	59	0	0	0	0	80	0	0	0	545	0	0	9	0	0	17	0	0	0	0	0	0	0	0	0	0	0	25	361	0	0	0	94	5	9	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	6	0	0	0	0	2	3	0	28	0	0	1	0	0	0	4	0	0	34	0	0	0	0	24	0	18	0	0	0	26	0	0	2	6	70	0	23	2	0	3	0	0	0	24	1	0	4	6	0	0	2	0	14	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	3	0	0	1	6	0	2	0	1	10	0	10	2	2	0	0	0	0	115	3	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	7	0	8	1	0	0	0	0	0	1	0	0	0	0	19	0	0	0	5	0	0	4	1	0	1	1	0	0	0	0	0	1	3	0	2	0	0	0	0	5	0	18	0	19	0	0	6	13	1	0	0	0	0	1	0	1	1	0	3	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	3	0
cecal_1271_3	6	45	0	0	0	1	33	0	0	0	729	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	279	0	0	0	90	2	0	143	0	0	0	0	0	14	0	0	0	0	0	0	0	0	76	1	0	0	0	8	0	0	0	0	1	8	0	22	0	0	2	0	0	0	9	0	0	33	0	0	0	0	17	0	17	0	0	0	44	0	0	9	9	47	0	26	0	0	0	0	0	2	19	2	0	17	9	0	0	0	0	2	5	0	0	0	0	0	5	2	0	0	0	0	0	0	0	6	6	0	0	2	5	0	6	0	1	11	0	2	1	0	0	0	0	0	101	5	3	0	0	0	6	2	0	0	0	1	0	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	3	0	0	8	0	0	1	1	0	0	0	0	0	6	0	0	0	2	0	0	0	2	0	21	0	10	0	0	2	20	2	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	2	1	0	3	1	0	0	0	0	0	1	1	0
cecal_1272_2	1	295	269	1	0	0	57	0	428	0	56	0	0	57	0	0	13	4	198	183	109	159	0	0	0	0	0	0	15	0	0	0	0	0	6	0	64	24	0	0	0	0	98	1	0	0	0	0	0	0	0	0	210	0	0	0	25	16	0	0	0	5	12	0	11	0	0	27	0	1	0	15	0	0	0	6	70	0	0	3	0	0	0	0	13	18	0	0	16	4	9	5	21	2	2	11	0	0	0	3	0	0	20	7	97	6	4	6	5	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	1	2	0	0	2	0	0	0	4	0	0	1	22	1	0	0	0	4	1	0	0	6	0	0	0	0	1	0	1	0	6	0	0	0	0	0	0	0	3	1	0	4	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	4	3	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	2	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	5	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	1
cecal_1272_3_B	8	334	226	0	0	0	42	0	533	0	74	0	0	39	0	0	24	3	228	179	170	233	0	0	0	0	0	0	24	0	0	0	0	1	7	0	53	22	0	0	0	0	58	7	0	0	0	0	0	0	0	0	104	0	0	0	4	34	0	0	0	2	2	0	12	1	0	26	0	0	0	2	0	0	0	0	49	0	0	0	0	14	0	0	8	4	0	0	13	7	2	4	11	5	1	1	0	0	0	2	0	0	16	18	73	6	4	4	6	1	0	0	1	0	0	2	4	1	0	0	0	0	0	0	6	3	0	0	0	0	0	42	0	4	2	0	1	0	0	0	0	6	0	0	0	15	1	0	0	0	2	3	0	0	1	0	0	0	0	1	0	1	0	1	1	0	2	0	0	0	0	1	2	0	2	5	5	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	2	3	0	2	0	0	0	0	0	0	0	0	0	1	4	4	13	0	1	0	2	0	1	0	1	1	0	1	2	0	6	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0
cecal_1273_1	5	269	174	0	0	0	38	0	0	0	0	0	0	114	0	0	5	4	294	123	203	248	0	0	0	0	0	0	1	0	0	0	0	88	1	0	35	127	0	0	0	0	138	0	0	0	0	0	0	0	0	164	117	0	0	7	16	41	0	0	49	5	6	0	4	0	0	16	0	0	0	2	0	0	11	2	43	0	0	4	0	1	0	0	9	8	0	0	15	13	14	20	5	21	3	11	0	0	0	6	0	0	18	14	61	10	4	4	5	1	0	1	1	0	0	23	20	4	0	0	0	0	0	2	4	1	0	0	0	2	0	53	0	1	0	0	0	1	0	0	0	1	0	0	5	11	0	0	0	0	1	0	3	0	3	0	0	0	0	1	0	3	0	4	1	0	1	0	0	0	0	3	3	0	8	0	1	0	0	3	0	0	11	1	0	0	1	4	0	0	0	0	0	2	0	2	3	6	0	0	0	0	0	0	0	0	0	13	3	0	3	0	1	0	0	0	2	0	0	0	1	45	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0
